Time_Stamp,Temperature_Joint0 (°C),Temperature_Joint1 (°C),Temperature_Joint2 (°C),Temperature_Joint3 (°C),Temperature_Joint4 (°C),Temperature_Joint5 (°C),cycle ,Robot_Protective_Stop,Grip_Lost,Combined_Status,Current_Joint0 (mA)_Positive,Current_Joint0 (mA)_Negative,Current_Joint1 (mA)_Positive,Current_Joint1 (mA)_Negative,Current_Joint2 (mA)_Positive,Current_Joint2 (mA)_Negative,Current_Joint3 (mA)_Positive,Current_Joint3 (mA)_Negative,Current_Joint4 (mA)_Positive,Current_Joint4 (mA)_Negative,Current_Joint5 (mA)_Positive,Current_Joint5 (mA)_Negative,Tool_Current (mA)_Positive,Tool_Current (mA)_Negative,Speed_Joint0 (m/s)_Positive,Speed_Joint0 (m/s)_Negative,Speed_Joint1 (m/s)_Positive,Speed_Joint1 (m/s)_Negative,Speed_Joint2 (m/s)_Positive,Speed_Joint2 (m/s)_Negative,Speed_Joint3 (m/s)_Positive,Speed_Joint3 (m/s)_Negative,Speed_Joint4 (m/s)_Positive,Speed_Joint4 (m/s)_Negative,Speed_Joint5 (m/s)_Positive,Speed_Joint5 (m/s)_Negative
2022-10-26 08:22:31.446,28.875,30.625,30.75,33.75,34.25,33.75,11,0,0,0,0.0,0.034,0.0,1.674,0.0,1.877,0.0,0.216,0.156,0.0,0.0,0.163,0.082,0.0,0.094,0.0,0.004,0.0,0.0,0.021,0.308,0.0,0.0,0.009,0.0,0.415
2022-10-26 08:22:36.466,28.938,30.625,30.813,33.75,34.25,33.75,11,0,0,0,0.0,0.041,0.0,1.679,0.0,0.909,0.0,0.655,0.0,0.126,0.125,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0
2022-10-26 08:22:37.471,28.938,30.625,30.813,33.75,34.25,33.75,11,0,0,0,0.0,0.084,0.0,1.625,0.0,0.764,0.0,0.676,0.0,0.109,0.0,0.015,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-26 08:22:39.475,28.938,30.625,30.813,33.75,34.25,33.8125,11,0,0,0,0.0,0.58,0.0,2.506,0.0,2.598,0.0,0.428,0.353,0.0,0.0,0.173,0.085,0.0,0.269,0.0,0.06,0.0,0.0,0.042,0.921,0.0,0.0,0.031,0.0,1.251
2022-10-26 08:22:41.484,28.938,30.625,30.875,33.75,34.3125,33.8125,11,0,0,0,0.0,0.278,0.0,2.054,0.0,0.921,0.0,0.593,0.0,0.473,0.0,0.184,0.085,0.0,0.11,0.0,0.045,0.0,0.0,0.023,0.0,0.127,0.0,0.038,0.035,0.0
2022-10-26 08:22:42.489,28.938,30.688,30.813,33.75,34.3125,33.8125,11,0,0,0,0.0,0.233,0.0,2.801,0.0,0.76,0.0,0.372,0.057,0.0,0.007,0.0,0.092,0.0,0.0,0.049,0.0,0.0,1.337,0.0,0.011,0.0,0.001,0.0,0.022,0.0
2022-10-26 08:22:43.494,28.938,30.688,30.875,33.75,34.3125,33.8125,11,0,0,0,0.0,0.204,0.0,2.672,0.0,0.897,0.0,0.351,0.093,0.0,0.134,0.0,0.086,0.0,0.0,0.126,0.0,0.0,0.0,0.003,0.126,0.0,0.006,0.0,0.001,0.0
2022-10-26 08:22:44.496,28.938,30.625,30.875,33.813,34.3125,33.8125,11,0,0,0,0.0,0.18,0.0,2.633,0.0,0.955,0.0,0.458,0.0,0.02,0.062,0.0,0.081,0.0,0.0,0.0,0.0,3.48,0.0,0.0,1.852,0.0,0.0,0.0,0.0,0.0
2022-10-26 08:22:45.502,28.938,30.688,30.875,33.813,34.3125,33.8125,11,0,0,0,0.0,0.154,0.0,2.391,0.0,1.002,0.0,0.461,0.005,0.0,0.049,0.0,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-26 08:22:52.541,28.938,30.688,30.875,33.875,34.375,33.8125,12,0,0,0,0.0,0.09,0.0,1.776,0.0,0.961,0.0,0.581,0.0,0.035,0.041,0.0,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-26 08:22:53.548,28.938,30.75,30.875,33.875,34.375,33.875,12,0,0,0,0.0,0.093,0.0,1.82,0.0,0.982,0.0,0.578,0.0,0.018,0.0,0.001,0.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-26 08:22:54.550,28.938,30.75,30.875,33.875,34.375,33.8125,12,0,0,0,0.0,0.113,0.0,2.632,0.0,1.355,0.0,0.264,0.149,0.0,0.0,0.159,0.085,0.0,0.0,0.159,0.006,0.0,0.0,0.025,0.327,0.0,0.0,0.011,0.0,0.183
2022-10-26 08:22:55.564,29.0,30.75,30.875,33.875,34.375,33.8125,12,0,0,0,0.0,0.165,0.0,1.696,0.0,1.876,0.0,0.172,0.182,0.0,0.0,0.16,0.081,0.0,0.091,0.0,0.006,0.0,0.0,0.026,0.512,0.0,0.0,0.018,0.0,0.592
2022-10-26 08:22:56.568,29.0,30.75,30.875,33.875,34.4375,33.875,12,0,0,0,1.253,0.0,0.0,1.886,0.0,0.686,0.0,0.649,0.0,0.151,0.0,0.033,0.084,0.0,0.001,0.0,0.0,0.001,2.574,0.0,0.0,0.597,0.0,0.0,0.651,0.0
2022-10-26 08:22:57.584,29.0,30.688,30.938,33.875,34.375,33.875,12,0,0,0,0.0,0.436,0.0,3.352,0.0,0.996,0.0,0.329,0.0,0.078,0.175,0.0,0.091,0.0,0.0,0.128,0.0,0.021,0.0,0.017,0.139,0.0,0.033,0.0,0.021,0.0
2022-10-26 08:22:58.599,29.0,30.75,30.875,33.875,34.4375,33.875,12,0,0,0,0.0,0.833,0.0,1.735,0.0,1.649,0.0,0.007,0.291,0.0,0.073,0.0,0.083,0.0,0.107,0.0,0.139,0.0,0.0,2.521,0.379,0.0,0.0,0.0,0.0,0.489
2022-10-26 08:22:59.609,29.0,30.75,30.875,33.875,34.375,33.875,12,0,0,0,0.0,0.092,0.0,1.94,0.0,1.612,0.0,0.441,0.098,0.0,0.0,0.001,0.087,0.0,0.0,0.0,2.073,0.0,0.0,0.0,2.457,0.0,0.0,0.0,0.0,0.0
2022-10-26 08:23:00.612,29.0,30.75,30.875,33.875,34.4375,33.875,12,0,0,0,0.224,0.0,0.0,1.769,0.0,0.724,0.0,0.932,0.0,0.213,0.233,0.0,0.094,0.0,0.237,0.0,0.0,0.043,0.041,0.0,0.0,0.53,0.023,0.0,0.293,0.0
2022-10-26 08:23:02.626,29.0,30.75,30.875,33.875,34.4375,33.875,12,0,0,0,0.0,0.078,0.0,1.628,0.0,0.763,0.0,0.668,0.0,0.087,0.0,0.031,0.085,0.0,0.0,0.0,0.0,1.803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-26 08:23:07.653,29.063,30.75,30.938,33.938,34.4375,33.9375,12,0,0,0,0.0,0.153,0.0,2.542,0.0,0.853,0.0,0.297,0.059,0.0,0.155,0.0,0.093,0.0,0.0,0.281,0.001,0.0,0.0,0.005,0.221,0.0,0.009,0.0,0.044,0.0
2022-10-26 08:23:09.659,29.063,30.75,31.0,33.875,34.5,33.9375,12,0,0,0,0.0,0.095,0.0,2.39,0.0,1.052,0.0,0.454,0.07,0.0,0.031,0.0,0.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-26 08:23:10.662,29.063,30.75,31.0,33.938,34.5,33.9375,13,0,0,0,0.239,0.0,0.0,1.809,0.0,1.744,0.0,0.924,0.0,0.061,0.0,0.21,0.085,0.0,0.724,0.0,0.0,0.0,0.01,0.0,0.0,0.403,0.0,0.024,0.0,0.301
2022-10-26 08:23:14.686,29.063,30.813,31.0,33.938,34.5,33.9375,13,0,0,0,0.0,0.09,0.0,1.966,0.0,0.733,0.0,0.882,0.374,0.0,0.205,0.0,0.085,0.0,0.138,0.0,0.0,0.06,0.056,0.0,0.0,0.312,0.016,0.0,0.249,0.0
2022-10-26 08:23:16.693,29.063,30.813,31.0,33.938,34.5,33.9375,13,0,0,0,0.0,0.181,0.0,1.742,0.0,1.047,0.0,0.507,0.047,0.0,0.041,0.0,0.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.401,0.0
2022-10-26 08:23:17.697,29.063,30.813,31.0,33.938,34.5625,33.9375,13,0,0,0,0.0,0.149,0.0,1.809,0.0,1.004,0.0,0.511,0.022,0.0,0.043,0.0,0.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-26 08:23:18.702,29.063,30.813,31.0,33.938,34.5625,34.0,13,0,0,0,0.0,0.325,0.0,2.681,0.0,1.325,0.0,0.252,0.113,0.0,0.0,0.131,0.093,0.0,0.0,0.124,0.004,0.0,0.0,0.018,0.207,0.0,0.0,0.006,0.0,0.104
2022-10-26 08:23:19.707,29.063,30.813,31.063,34.0,34.5625,34.0,13,0,0,0,0.0,0.178,0.0,1.682,0.0,1.811,0.0,0.205,0.076,0.0,0.0,0.194,0.086,0.0,0.02,0.0,0.006,0.0,0.0,0.024,0.591,0.0,0.0,0.022,0.0,0.64
2022-10-26 08:23:20.714,29.125,30.813,31.0,34.0,34.5625,34.0,13,0,0,0,0.418,0.0,0.0,2.126,0.0,0.684,0.0,0.731,0.284,0.0,0.0,0.01,0.086,0.0,0.0,1.345,0.013,0.0,2.514,0.0,0.0,0.572,0.0,0.0,0.631,0.0
2022-10-26 08:23:21.721,29.125,30.813,31.063,34.0,34.5625,34.0,13,0,0,0,0.0,0.135,0.0,1.767,0.0,0.768,0.0,0.725,0.0,0.101,0.0,0.21,0.09,0.0,0.379,0.0,0.0,0.003,0.001,0.0,0.0,0.662,0.0,0.15,0.156,0.0
2022-10-26 08:23:22.721,29.125,30.813,31.063,34.0,34.5625,34.0,13,0,0,0,0.0,0.303,0.0,1.727,0.0,1.445,0.0,0.034,0.0,0.01,0.084,0.0,0.08,0.0,0.105,0.0,0.141,0.0,0.0,2.617,0.399,0.0,0.0,3.465,0.0,0.511
2022-10-26 08:23:26.738,29.125,30.875,31.0,34.0,34.5625,34.0,13,0,0,0,0.0,0.087,0.0,1.62,0.0,0.759,0.0,0.636,0.0,0.09,0.0,0.027,0.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-26 08:23:31.746,29.125,30.938,31.063,34.063,34.625,34.0625,13,0,0,0,0.0,0.361,0.0,2.66,0.0,0.764,0.0,0.221,0.06,0.0,0.167,0.0,0.079,0.0,0.0,0.366,0.001,0.0,0.0,0.01,0.228,0.0,0.013,0.0,0.129,0.0
2022-10-26 08:23:33.748,29.125,30.875,31.063,34.063,34.625,34.0625,13,0,0,0,0.0,0.153,0.0,2.481,0.0,1.003,0.0,0.46,0.006,0.0,0.074,0.0,0.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-26 08:23:35.750,29.125,30.875,31.063,34.063,34.625,34.0625,14,0,0,0,0.141,0.0,0.0,1.201,0.0,1.438,0.0,0.935,0.0,0.1,0.0,0.125,0.08,0.0,0.402,0.0,0.0,0.001,0.015,0.0,0.0,0.368,0.0,0.014,0.0,0.027
2022-10-26 08:23:36.753,29.125,30.938,31.063,34.063,34.625,34.0625,14,0,0,0,0.344,0.0,0.0,2.711,0.0,1.459,0.0,1.021,0.0,0.422,0.0,0.079,0.185,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.0,0.0,1.582,0.0,0.0
2022-10-26 08:23:39.759,29.188,30.875,31.063,34.063,34.6875,34.0625,14,0,1,2,0.0,0.004,0.0,1.578,0.0,0.564,0.0,0.88,0.0,0.126,0.187,0.0,0.083,0.0,0.046,0.0,0.0,0.039,0.04,0.0,0.0,0.614,0.031,0.0,0.563,0.0
2022-10-26 08:23:41.765,29.188,30.938,31.063,34.063,34.6875,34.0625,14,0,0,0,0.089,0.0,0.0,1.599,0.0,0.785,0.0,0.656,0.0,0.025,0.084,0.0,0.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.287,0.0
2022-10-26 08:23:42.766,29.188,30.938,31.063,34.063,34.6875,34.0625,14,0,0,0,0.061,0.0,0.0,1.719,0.0,0.778,0.0,0.663,0.0,0.081,0.07,0.0,0.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-26 08:23:43.768,29.188,30.938,31.125,34.063,34.6875,34.125,14,0,0,0,0.036,0.0,0.0,1.824,0.0,0.776,0.0,0.659,0.0,0.066,0.062,0.0,0.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-26 08:23:44.769,29.188,30.938,31.125,34.063,34.6875,34.125,14,0,0,0,0.0,0.191,0.0,2.806,0.0,1.545,0.0,0.154,0.157,0.0,0.0,0.164,0.09,0.0,0.0,0.158,0.01,0.0,0.0,0.036,0.581,0.0,0.0,0.02,0.0,0.435
2022-10-26 08:23:45.773,29.188,30.938,31.125,34.063,34.6875,34.0625,14,0,0,0,0.0,0.111,0.0,1.768,0.0,1.746,0.0,0.249,0.129,0.0,0.0,0.201,0.086,0.0,0.091,0.0,0.0,0.0,0.0,0.001,0.268,0.0,0.0,0.008,0.0,0.365
2022-10-26 08:23:49.785,29.188,30.938,31.125,34.125,34.75,34.125,14,0,0,0,0.285,0.0,0.0,2.653,0.0,0.466,0.0,0.891,0.0,0.167,0.165,0.0,0.082,0.0,0.0,0.099,0.0,0.027,0.021,0.0,0.0,0.43,0.018,0.0,0.558,0.0
2022-10-26 08:23:52.793,29.188,30.938,31.188,34.125,34.75,34.125,14,0,1,2,0.0,0.363,0.0,2.813,0.0,1.585,0.0,0.169,0.177,0.0,0.0,0.158,0.082,0.0,0.0,0.379,0.005,0.0,0.0,0.05,0.717,0.0,0.0,0.021,0.0,0.346
2022-10-26 08:23:56.799,29.25,31.0,31.188,34.125,34.75,34.1875,14,0,1,2,0.189,0.0,0.0,2.208,0.0,1.077,0.0,0.605,0.0,0.024,0.0,0.01,0.086,0.0,0.0,2.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-26 08:23:57.802,29.188,31.0,31.188,34.188,34.75,34.125,14,0,1,2,0.08,0.0,0.0,1.622,0.0,0.885,0.0,0.796,0.0,0.161,0.0,0.201,0.088,0.0,0.06,0.0,0.0,0.003,0.0,0.002,0.0,0.232,0.0,0.044,0.138,0.0
2022-10-26 08:23:58.806,29.25,31.0,31.188,34.125,34.75,34.1875,14,0,1,2,0.0,0.186,0.0,1.744,0.0,0.804,0.0,0.798,0.0,0.152,0.0,0.191,0.087,0.0,0.027,0.0,0.0,0.001,0.0,0.0,0.0,0.036,0.0,0.007,0.004,0.0
2022-10-26 08:23:59.817,29.25,31.0,31.188,34.125,34.75,34.1875,14,0,1,2,0.0,0.23,0.0,2.872,0.0,0.751,0.0,0.371,0.0,0.036,0.135,0.0,0.086,0.0,0.0,0.152,0.0,0.0,0.0,0.007,0.073,0.0,0.005,0.0,0.082,0.0
2022-10-26 08:24:00.822,29.25,31.0,31.188,34.188,34.75,34.1875,14,0,1,2,0.0,0.219,0.0,2.452,0.0,0.892,0.0,0.399,0.046,0.0,0.124,0.0,0.08,0.0,0.0,0.029,0.0,0.0,0.0,0.001,0.034,0.0,0.001,0.0,0.001,0.0
2022-10-26 08:24:01.824,29.25,31.063,31.188,34.125,34.75,34.1875,14,0,0,0,0.0,0.177,0.0,2.533,0.0,0.973,0.0,0.416,0.057,0.0,0.052,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.847,0.0,0.0,0.0
2022-10-26 08:24:02.825,29.25,31.0,31.188,34.125,34.75,34.1875,14,0,0,0,0.0,0.126,0.0,2.329,0.0,1.065,0.0,0.458,0.022,0.0,0.02,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-26 08:24:06.844,29.313,31.0,31.188,34.188,34.8125,34.1875,15,0,0,0,0.465,0.0,0.0,2.861,0.0,0.873,0.0,0.95,0.0,0.259,0.149,0.0,0.087,0.0,0.0,0.043,0.0,0.026,0.014,0.0,0.0,0.4,0.02,0.0,0.467,0.0
2022-10-26 08:24:07.846,29.25,31.0,31.25,34.188,34.8125,34.1875,15,0,0,0,0.162,0.0,0.0,1.76,0.0,0.725,0.0,0.891,0.0,0.236,0.218,0.0,0.087,0.0,0.123,0.0,0.0,0.027,0.035,0.0,0.0,0.28,0.012,0.0,0.17,0.0
2022-10-26 08:24:09.858,29.313,31.063,31.188,34.188,34.75,34.25,15,0,1,2,0.105,0.0,0.0,1.681,0.0,0.773,0.0,0.679,0.0,0.012,0.095,0.0,0.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-26 08:24:10.861,29.313,31.063,31.25,34.188,34.8125,34.25,15,0,1,2,0.034,0.0,0.0,1.769,0.0,0.773,0.0,0.667,0.0,0.03,0.085,0.0,0.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.522,1.383,0.0,0.0,0.0
2022-10-26 08:24:11.862,29.25,31.063,31.188,34.188,34.8125,34.25,15,0,1,2,0.0,0.115,0.0,2.733,0.0,1.447,0.0,0.278,0.138,0.0,0.0,0.133,0.088,0.0,0.0,0.149,0.006,0.0,0.0,0.03,0.321,0.0,0.0,0.01,0.0,0.172
2022-10-26 08:24:12.871,29.313,31.063,31.25,34.188,34.8125,34.25,15,0,1,2,0.0,0.177,0.0,1.584,0.0,1.782,0.0,0.122,0.187,0.0,0.0,0.161,0.088,0.0,0.078,0.0,0.006,0.0,0.0,0.03,0.509,0.0,0.0,0.018,0.0,0.603
